"","X","contributions","between_centrality","loc","member","org"
"5282","lzcmagic",1,0,"","False","facebook"
"5283","lzjurin",1,0,"San Francisco, CA","False","facebook"
"5284","lzutao",71,0,"[]","False","facebook"
"5285","m-yac",2,0,"[]","False","facebook"
"5286","m0ar",1,0,"[]","False","facebook"
"5287","m1entus",47,0,"Cracow, Poland","False","facebook"
"5288","m1sk",1,0,"","False","facebook"
"5289","m3rlin45",1,0,"","False","facebook"
"5290","m4jing",1,0,"[]","False","facebook"
"5291","m4n3z40",1,0,"Rio de Janeiro - RJ - Brazil","False","facebook"
"5292","m4olivei",2,0,"[]","False","facebook"
"5293","ma11hew28",1,0,"[]","False","facebook"
"5294","maarekj",1,0,"","False","facebook"
"5295","maazadeeb",2,0,"Irvine, California","False","facebook"
"5296","macarran",10,0,"[]","False","facebook"
"5297","macfergus",1,0,"[]","False","facebook"
"5298","machikoyasuda",1,0,"Los Angeles, Calif.","False","facebook"
"5299","machineloop",1,0,"San Francisco","False","facebook"
"5300","maciej-ka",4,0,"[]","False","facebook"
"5301","maciek134",1,0,"[]","False","facebook"
"5302","madebyew",1,0,"[]","False","facebook"
"5303","madeinfree",3,0,"[]","False","facebook"
"5304","madelyneriksen",1,0,"Los Angeles","False","facebook"
"5305","madgen",60,0,"[]","False","facebook"
"5306","madhutalluri-fb",2,0,"","False","facebook"
"5307","madisp",2,0,"[]","False","facebook"
"5308","mag",5,0,"[]","False","facebook"
"5309","magaman384",1,0,"","False","facebook"
"5310","magedm",142,1.1899758377365e-05,"New York","True","facebook"
"5311","maheshbk",35,0,"[]","False","facebook"
"5312","maicki",9,0.000136057337540836,"","False","facebook"
"5313","maiha",1,0,"","False","facebook"
"5314","mailagentrus",12,0,"[]","False","facebook"
"5315","mainland",115,0,"[]","False","facebook"
"5316","maisano",2,0,"[]","False","facebook"
"5317","majak",88,0.000119773017841654,"","False","facebook"
"5318","majapw",1,0,"San Francisco, CA","False","facebook"
"5319","majjoha",4,0,"Copenhagen, Denmark","False","facebook"
"5320","makadaw",1,0,"[]","False","facebook"
"5321","makemarvell",19,0,"","False","facebook"
"5322","makenosound",1,0,"[]","False","facebook"
"5323","makky3939",6,0,"[]","False","facebook"
"5324","makovkastar",64,6.80746385598317e-05,"London, UK","False","facebook"
"5325","maksfb",52,7.53633915705981e-05,"","False","facebook"
"5326","maksymko",21,0,"SF Bay Area, CA","False","facebook"
"5327","malmerey",1,0,"","False","facebook"
"5328","malmond77",67,4.01593925331202e-05,"","False","facebook"
"5329","manavsehgal",2,0,"[]","False","facebook"
"5330","maniax89",1,0,"[]","False","facebook"
"5331","manishbisht",2,0,"[]","False","facebook"
"5332","manishsaha",33,2.10273413895774e-05,"New York, NY","False","facebook"
"5333","manixate",1,0,"[]","False","facebook"
"5334","manu0401",45,0,"[]","False","facebook"
"5335","manzinello",1,0,"Monza e Brianza, Italia","False","facebook"
"5336","manzyuk",365,0.000128335596118814,"","False","facebook"
"5337","mar29th",41,0,"[]","False","facebook"
"5338","maraisr",5,0,"Gold Coast, Australia","False","facebook"
"5339","maras007",100,0.000102832630436096,"","False","facebook"
"5340","marcalff",2369,0.000102832630436096,"France","False","facebook"
"5341","marcelerz",3,0,"Menlo Park, CA","True","facebook"
"5342","marcelofabri",19,0,"[]","False","facebook"
"5343","marcelogomez",51,1.98096316510428e-05,"","False","facebook"
"5344","marcelometal",3,8.56907718211303e-05,"Brasil, MG, Belo Horizonte","False","facebook"
"5345","marcelopazzo",2,0,"[]","False","facebook"
"5346","marcinkosiba",318,0.00013702466057811,"","False","facebook"
"5347","marcinkunert",5,0,"Wroclaw, Poland","False","facebook"
"5348","marcinpe",10,0,"[]","False","facebook"
"5349","marcinwyszynski",2,0,"Warsaw, Poland","False","facebook"
"5350","marcioAlmada",4,0,"[]","False","facebook"
"5351","marcjansen",1,0,"Bonn, Germany","False","facebook"
"5352","marco-cova",682,8.03312785055237e-05,"London","False","facebook"
"5353","marcofugaro",3,0,"[]","False","facebook"
"5354","marconi1992",1,0,"Guadalajara","False","facebook"
"5355","marcosvega91",1,0,"Caserta","False","facebook"
"5356","marcransome",36,0,"United Kingdom","False","facebook"
"5357","marcsalem",15,0,"","False","facebook"
"5358","marcuswu0814",1,0,"[]","False","facebook"
"5359","marekcirkos",146,9.24794898300136e-05,"","False","facebook"
"5360","mareksapota-lyft",2,0,"[]","False","facebook"
"5361","mareksuscak",7,0.000128835544184629,"Kosice, Slovakia","False","facebook"
"5362","marex",451,0,"","False","facebook"
"5363","marianocordoba",1,0,"[]","False","facebook"
"5364","mariodu",4,0,"[]","False","facebook"
"5365","marionebl",4,0,"[]","False","facebook"
"5366","mariotaku",3,5.81722653205126e-05,"Tokyo, Japan","False","facebook"
"5367","mariusandra",1,0,"Leuven, Belgium","False","facebook"
"5368","mariusschulz",2,0,"London, England","False","facebook"
"5369","marjan-georgiev",2,0,"[]","False","facebook"
"5370","mark-plukkido",1,0,"Budapest","False","facebook"
"5371","markacola",1,0,"[]","False","facebook"
"5372","markedson1024",1,0,"[]","False","facebook"
"5373","markhua",30,0,"[]","False","facebook"
"5374","markijbema",3,0,"[]","False","facebook"
"5375","markisaa",22,0.000386097042936837,"","False","facebook"
"5376","marksantaniello",28,4.3957839203267e-06,"[]","False","facebook"
"5377","markstos",1,0,"[]","False","facebook"
"5378","marlonandrade",17,0,"[]","False","facebook"
"5379","marocchino",45,0,"[]","False","facebook"
"5380","marpaia",2,0,"London, UK","False","facebook"
"5381","marshallcline",77,3.44164863695927e-05,"Menlo Park, CA","False","facebook"
"5382","martco",1,0,"[]","False","facebook"
"5383","martinbigio",288,7.76608083558406e-06,"New York","True","facebook"
"5384","martinbooth",10,0.000302666056304298,"Menlo Park","True","facebook"
"5385","martinezjavier",19,0,"Barcelona, Spain","False","facebook"
"5386","martinezmarcos",3,0,"","False","facebook"
"5387","martinoluca",188,8.35326388791849e-05,"","False","facebook"
"5388","martinring",1,0,"Bremen, Germany","False","facebook"
"5389","martinrybak",42,0,"New York, NY","False","facebook"
"5390","martinsuchan",1,0,"Prague","False","facebook"
"5391","martinthuresson",2,0,"[]","False","facebook"
"5392","martintrojer",73,5.67293585982038e-06,"London, UK","False","facebook"
"5393","martylamb",31,0,"[]","False","facebook"
"5394","marudor",19,0.000117095286144511,"Karlsruhe, Zug, Germany","False","facebook"
"5395","marvinchin",1,0,"","False","facebook"
"5396","marvinhagemeister",3,4.21896992441592e-05,"Düsseldorf/Cologne, Germany","False","facebook"
"5397","marvinkwok",2,0,"","False","facebook"
"5398","marxin",5,0,"[]","False","facebook"
"5399","marzapower",25,0,"[]","False","facebook"
"5400","masahir0y",2039,0,"Kyoto, Japan","False","facebook"
"5401","mashlol",4,0,"[]","False","facebook"
"5402","masruba",1,0,"","False","facebook"
"5403","massimocarli",213,0,"London ","False","facebook"
"5404","massysett",1,0,"Prince George's County, Maryland USA","False","facebook"
"5405","matbd",3,2.34992468669154e-05,"","False","facebook"
"5406","matclayton",1,0,"Cambridge, UK","False","facebook"
"5407","matej",12,0,"[]","False","facebook"
"5408","mateosilguero",5,0,"Buenos Aires, Argentina","False","facebook"
"5409","math4tots",6,0,"[]","False","facebook"
"5410","mathbonus",1,0,"Saint P","False","facebook"
"5411","matheusmso",1,0,"São Paulo, Brazil","False","facebook"
"5412","mathiasbynens",4,0,"[]","False","facebook"
"5413","mathieumg",3,0,"[]","False","facebook"
"5414","matiassingers",3,0,"[]","False","facebook"
"5415","matklad",1,0,"Berlin","False","facebook"
"5416","matmalkowski",2,0,"Berlin / Germany","False","facebook"
"5417","matoilic",2,0,"[]","False","facebook"
"5418","matrush",11,0.00057570668414455,"[]","False","facebook"
"5419","matrushka",1,0,"Berlin","False","facebook"
"5420","matryoshcow",2,0,"","False","facebook"
"5421","mats-codes",3,0,"[]","False","facebook"
"5422","matt-kempster",1,0,"San Francisco, CA","False","facebook"
"5423","matt-oakes",7,0.000212034082372949,"Brighton, UK","False","facebook"
"5424","matt-west",2,0,"[]","False","facebook"
"5425","matteinn",1,0,"Florence, IT","False","facebook"
"5426","matteofigus",2,0,"London","False","facebook"
"5427","matteoredaelli",1,0,"Italy","False","facebook"
"5428","mattgreenfield",1,0,"[]","False","facebook"
"5429","matthamil",1,0,"[]","False","facebook"
"5430","matthargett",6,9.84539654047997e-06,"San Francisco, CA","False","facebook"
"5431","matthew-was",2,0,"[]","False","facebook"
"5432","matthewbauer",4,0,"New York, NY","False","facebook"
"5433","matthewcheok",34,0,"San Francisco","False","facebook"
"5434","matthewjohnston4",8,0.000408078843067438,"Dublin, Ireland","True","facebook"
"5435","matthewmichihara",1,0,"[]","False","facebook"
"5436","matthewwithanm",9,4.21896992441592e-05,"San Mateo, CA","True","facebook"
"5437","matthiaskern",1,0,"Finland","False","facebook"
"5438","mattjgalloway",21,0.000838577936679719,"London, UK","True","facebook"
"5439","mattkrick",2,0,"[]","False","facebook"
"5440","mattleff",2,0,"Eureka, MT","False","facebook"
"5441","mattphillips",39,0,"London","False","facebook"
"5442","mattpodwysocki",5,0,"[]","False","facebook"
"5443","mattrobmattrob",8,0,"[]","False","facebook"
"5444","mattt",301,0,"Portland, OR","False","facebook"
"5445","matwey",19,0,"Moscow, Russia","False","facebook"
"5446","matzew",68,0,"Emsdetten, Germany","False","facebook"
"5447","mauricedoepke",2,0,"","False","facebook"
"5448","maus-",11,0,"COMPUTERS","False","facebook"
"5449","maxaggedon",3,0.000259904040847042,"La Rochelle, France","False","facebook"
"5450","maxdeviant",2,0,"[]","False","facebook"
"5451","maxgeorg",46,2.43766455837435e-05,"Seattle, WA","True","facebook"
"5452","maxhumber",1,0,"Toronto","False","facebook"
"5453","maxianzhe",4,0,"[]","False","facebook"
"5454","maxice8",1,0,"[]","False","facebook"
"5455","maxiloEmmmm",2,0,"","False","facebook"
"5456","maximderbin",9,0,"San Francisco","False","facebook"
"5457","maximebedard",1,0,"","False","facebook"
"5458","maxkramer",16,0,"[]","False","facebook"
"5459","maxmg22",25,0,"[]","False","facebook"
"5460","maxnordlund",2,0,"[]","False","facebook"
"5461","maxogden",1,0,"","False","facebook"
"5462","maxolls",3,0,"[]","False","facebook"
"5463","maxovtsin",2,2.00418323412643e-05,"London","False","facebook"
"5464","maykov",56,0.000221294643549811,"Seattle, WA","True","facebook"
"5465","maysamyabandeh",331,0.000221294643549811,"San Francisco","False","facebook"
"5466","mayurfb",6,0,"[]","False","facebook"
"5467","mbasmanova",2,0,"[]","False","facebook"
"5468","mbelsky",7,0.000246528966321247,"Russia, Moscow","False","facebook"
"5469","mbernst",7,0,"Stanford, CA","False","facebook"
"5470","mbgg",22,0,"Barcelona","False","facebook"
"5471","mbinna",18,0,"[]","False","facebook"
"5472","mblsha",1,0,"Moscow, Russia","False","facebook"
"5473","mboes",6,1.72658503906034e-05,"Paris, France","False","facebook"
"5474","mbogh",1,0,"[]","False","facebook"
"5475","mbouaziz",530,0.000477932083575567,"Paris","False","facebook"
"5476","mboyd",1,0,"Mountain View, CA","True","facebook"
"5477","mboyd1017",33,1.41692950558972e-05,"United States","False","facebook"
"5478","mbpreble",2,0,"","False","facebook"
"5479","mbrio",2,0,"Garden City, NY","False","facebook"
"5480","mbrookes",2,0,"[]","False","facebook"
"5481","mbruggmann",1,0,"Stockholm, Sweden","False","facebook"
"5482","mburak",25,2.14021365754634e-05,"Buenos Aires, Argentina.","False","facebook"
"5483","mburman",1,0,"Pittsburgh, PA","False","facebook"
"5484","mburns",1,0,"Portland, OR","False","facebook"
"5485","mc-zone",2,0,"Shenzhen. China","False","facebook"
"5486","mcallahan",28,0.000870486597623174,"Utah","False","facebook"
"5487","mcampagonzalez",3,7.08929433898495e-05,"London, UK","False","facebook"
"5488","mcannizz",1,0,"","False","facebook"
"5489","mcdufffb",34,4.3957839203267e-06,"[]","False","facebook"
"5490","mchakravarty",751,0,"[]","False","facebook"
"5491","mchowX",8,0,"","False","facebook"
"5492","mckelvin",1,0,"Shanghai","False","facebook"
"5493","mclarkelauer",35,4.16271134094792e-05,"[]","False","facebook"
"5494","mcmar",1,0,"San Francisco","False","facebook"
"5495","mcohnen",1,0,"[]","False","facebook"
"5496","mcouceiro",34,0,"","False","facebook"
"5497","mcprentiss",1,0,"","False","facebook"
"5498","mcrnic",8,1.1899758377365e-05,"London","False","facebook"
"5499","mcrossen",1,0,"[]","False","facebook"
"5500","mcsheffrey",26,0,"[]","False","facebook"
"5501","mcuelenaere",4,0,"[]","False","facebook"
"5502","mdamien",1,0,"","False","facebook"
"5503","mdancho84",1,0,"State College, PA","False","facebook"
"5504","mdcallag",31,0,"","False","facebook"
"5505","mdfaizan7",1,0,"Raipur, Chattisgarh, India","False","facebook"
"5506","mdinacci",18,0,"[]","False","facebook"
"5507","mdjunaid",83,0,"[]","False","facebook"
"5508","mdordal",10,1.08143323452383e-06,"[]","False","facebook"
"5509","mdvacca",654,0.000774175060306087,"Palo Alto, CA","True","facebook"
"5510","mdzhou",2,0,"[]","False","facebook"
"5511","mdznr",13,0,"[]","False","facebook"
"5512","me-shaon",1,0,"Dhaka, Bangladesh","False","facebook"
"5513","mechkg",1,0,"[]","False","facebook"
"5514","mecm1993",1,0,"Dominican Republic","False","facebook"
"5515","medz",1,0,"Chengdu, China.","False","facebook"
"5516","megacz",1,0,"[]","False","facebook"
"5517","mehcode",3,0,"[]","False","facebook"
"5518","meirwah",10,0,"Tel Aviv","False","facebook"
"5519","mellowcandle",84,0,"Israel","False","facebook"
"5520","melpomene",1,0,"[]","False","facebook"
"5521","melted",5,0,"[]","False","facebook"
"5522","meltedxice",1,0,"Union City, CA","False","facebook"
"5523","mendoncakeegan",2,2.58156552597839e-05,"","False","facebook"
"5524","mengdilin",5,0,"[]","False","facebook"
"5525","mengwa41",2,0,"","False","facebook"
"5526","mengyingdu",1,0,"","False","facebook"
"5527","mengz0",14,0.000235921753709378,"Boston","False","facebook"
"5528","menny",11,0,"[]","False","facebook"
"5529","meowcoder",2,0,"[]","False","facebook"
"5530","merelinguist",1,0,"[]","False","facebook"
"5531","mergesort",41,0,"New York City","False","facebook"
"5532","merijn",6,1.72658503906034e-05,"Amsterdam","False","facebook"
"5533","merktassel",1,0,"Kansas City, MO","False","facebook"
"5534","merrcury",1,0,"India","False","facebook"
"5535","mertkahyaoglu",5,0,"[]","False","facebook"
"5536","mesaugat",3,0.000322326301118626,"Kathmandu, Nepal","False","facebook"
"5537","metalhead8816",4,0,"[]","False","facebook"
"5538","metavida",6,0,"[]","False","facebook"
"5539","meteorfox",4,0,"[]","False","facebook"
"5540","methane",270,0,"[]","False","facebook"
"5541","methodbox",1,0,"[]","False","facebook"
"5542","mettekou",1,0,"[]","False","facebook"
"5543","meyering",203,0.00132656201729414,"","False","facebook"
"5544","mfcripps",1,0,"","False","facebook"
"5545","mferranti",1,0,"[]","False","facebook"
"5546","mfischer",23,0,"","False","facebook"
"5547","mfunkie",4,0,"[]","False","facebook"
"5548","mganandraj",1,0,"[]","False","facebook"
"5549","mgeisler",3,0,"Switzerland","False","facebook"
"5550","mgiachetti",1,0,"","False","facebook"
"5551","mglagola",18,0,"[]","False","facebook"
"5552","mgmarlow",1,0,"San Diego, CA","False","facebook"
"5553","mgoffin",152,0,"","False","facebook"
"5554","mgol",2,0,"[]","False","facebook"
"5555","mgonto",1,0,"[]","False","facebook"
"5556","mgrice",12,0.000315681581766043,"[]","False","facebook"
"5557","mgsloan",11,0,"[]","False","facebook"
"5558","mgv",2,0,"[]","False","facebook"
"5559","mhart",1,0,"New York","False","facebook"
"5560","mhkasif",1,0,"Pakistan","False","facebook"
"5561","mhlakhani",38,0.00262555215147702,"Menlo Park, California","True","facebook"
"5562","mhorowitz",374,0.0011870860288899,"","False","facebook"
"5563","mhujer",2,0,"[]","False","facebook"
"5564","miaoyipu",24,0,"[]","False","facebook"
"5565","miasantreble",118,0.000221294643549811,"sfbay","False","facebook"
"5566","micahalcorn",1,0,"[]","False","facebook"
"5567","michaelavila",2,0,"","False","facebook"
"5568","michaelchum",6,0,"Montreal, Canada","False","facebook"
"5569","michaelforney",1,0,"[]","False","facebook"
"5570","michaelgmcd",2,0,"[]","False","facebook"
"5571","michaeljaltamirano",1,0,"Minneapolis, MN","False","facebook"
"5572","michaelkamphausen",16,0,"[]","False","facebook"
"5573","michaelknoch",1,0,"Berlin","False","facebook"
"5574","michaelnisi",13,0,"[]","False","facebook"
"5575","michaelpetrov",1,0,"[]","False","facebook"
"5576","michaelrp",2,0,"[]","False","facebook"
"5577","michaeltingley",154,0.00031229661050216,"Palo Alto, CA 94303","False","facebook"
"5578","michaeltyson",18,0,"[]","False","facebook"
"5579","michaelwilcox",2,2.0936287474033e-05,"nyc","False","facebook"
"5580","michalchudziak",10,0,"Wrocław","False","facebook"
"5581","michalgr",95,0.000180719228144928,"NYC","True","facebook"
"5582","michalkonturek",61,0,"Nottingham, UK","False","facebook"
"5583","michalsimek",1350,0,"Czech Republic","False","facebook"
"5584","michalsosn",2,0,"[]","False","facebook"
"5585","michalt",62,0,"[]","False","facebook"
"5586","michaltrzcinski",1,0,"","False","facebook"
"5587","michel-slm",82,0.00211547733628696,"Seattle, WA, USA","False","facebook"
"5588","micheleriva",3,0.000456793856292891,"Milan, Italy","False","facebook"
"5589","michilu",1,0,"JAPAN","False","facebook"
"5590","michipili",1,0,"Köln (Germany)","False","facebook"
"5591","michsien",84,6.42741013468318e-05,"","False","facebook"
"5592","mickaelzhang",1,0,"Paris","False","facebook"
"5593","mickayz",1,0,"[]","False","facebook"
"5594","micksatana",1,0,"Bangkok, Thailand","False","facebook"
"5595","microbouji",6,0,"Albania","False","facebook"
"5596","midzelis",2,0,"NC","False","facebook"
"5597","miggaiowski",5,0,"[]","False","facebook"
